polholder_age,polholder_BMCevol,polholder_diffdriver,polholder_gender,polholder_job,policy_age,policy_caruse,policy_nbcontract,prem_final,prem_freqperyear,prem_last,prem_market,prem_pure,vehicl_age,vehicl_agepurchase,vehicl_garage,vehicl_powerkw,vehicl_region,lapse
41,down,all drivers > 24,Male,normal,2,private or freelance work,2,323.38,1 per year,329.98,380.94,293.31,11,8,private garage,100 kW,Reg8,1
50,stable,same,Male,normal,9,unknown,1,304.11,2 per year,304.13,191.08,278.05,18,11,private garage,125-300 kW,Reg3,0
30,stable,same,Male,normal,0,private or freelance work,1,697.77,2 per year,697.79,818.08,697.79,11,11,parking deck,75 kW,Reg3,0
30,down,same,Female,medical,0,private or freelance work,2,156.29,4 per year,159.48,232.07,141.76,13,10,street,75 kW,Reg10,0
31,stable,same,Male,normal,0,private or freelance work,1,236.26,12 per year,236.28,265.38,236.28,15,15,private garage,25-50 kW,Reg12,0
51,down,only partner,Female,normal,5,unknown,2,229.04,1 per year,233.71,199.04,202.09,10,4,unknown,75 kW,Reg7,0
38,down,same,Female,normal,0,private or freelance work,1,323.57,1 per year,330.18,328.47,308.16,8,0,other,25-50 kW,Reg5,0
33,down,all drivers > 24,Male,normal,1,private or freelance work,1,882.44,4 per year,900.45,933.02,873.5,13,11,street,125-300 kW,Reg9,0
40,down,only partner,Female,normal,0,private or freelance work,1,239.63,4 per year,244.52,216.99,209.59,18,18,carport,100 kW,Reg3,0
53,stable,only partner,Female,medical,2,private or freelance work,1,336.25,1 per year,336.26,295.52,336.26,14,8,carport,75 kW,Reg8,0
44,down,young drivers,Male,normal,0,private or freelance work,1,553.09,1 per year,642.47,625.36,502.81,9,8,street,75 kW,Reg11,0
32,down,same,Male,normal,1,private or freelance work,1,683.86,4 per year,697.81,623.75,683.01,11,9,private garage,125-300 kW,Reg4,0
39,down,same,Male,normal,1,private or freelance work,2,298.08,1 per year,304.16,332.35,276.51,9,2,private garage,75 kW,Reg3,0
30,down,same,Female,normal,0,private or freelance work,1,242.46,4 per year,247.41,224.59,212.08,9,6,private garage,25-50 kW,Reg10,0
41,stable,same,Female,normal,7,unknown,1,383.87,1 per year,383.89,245.91,387.51,12,4,street,25-50 kW,Reg7,0
32,up,same,Male,normal,0,private or freelance work,1,831.21,1 per year,515.92,1039.6,847.0,9,0,private garage,75 kW,Reg4,0
36,down,only partner,Male,normal,4,private or freelance work,1,452.77,1 per year,462.01,358.91,397.06,16,12,unknown,75 kW,Reg7,0
53,stable,same,Male,normal,2,private or freelance work,1,337.36,2 per year,337.37,261.39,337.37,16,14,private garage,75 kW,Reg4,0
44,down,only partner,Male,normal,2,private or freelance work,1,325.54,1 per year,332.19,294.65,298.97,11,5,private garage,100 kW,Reg8,0
40,stable,all drivers > 24,Male,normal,9,unknown,1,614.23,2 per year,614.24,419.0,620.09,15,5,street,100 kW,Reg4,0
40,stable,same,Male,normal,8,unknown,2,777.84,2 per year,770.46,335.51,777.84,18,18,private estate,150 kW,Reg8,0
25,down,same,Female,medical,3,private or freelance work,1,373.75,1 per year,381.38,282.07,324.84,12,6,unknown,25-50 kW,Reg5,1
45,down,young drivers,Female,medical,0,private or freelance work,2,134.17,1 per year,136.91,196.36,121.7,10,0,private garage,25-50 kW,Reg10,0
31,down,same,Female,normal,1,private or freelance work,1,336.54,1 per year,343.41,338.74,297.92,12,8,private garage,100 kW,Reg8,1
36,down,same,Male,normal,1,private or freelance work,1,183.41,1 per year,187.15,209.22,161.9,6,1,private garage,100 kW,Reg6,0
52,stable,young drivers,Male,normal,0,private or freelance work,1,205.79,1 per year,205.8,227.11,205.8,10,4,carport,100 kW,Reg7,1
35,down,same,Female,normal,3,private or freelance work,1,631.17,12 per year,644.05,486.55,613.44,17,15,street,75 kW,Reg9,0
39,down,only partner,Male,normal,0,private or freelance work,1,261.23,4 per year,266.56,298.43,244.35,12,5,private garage,100 kW,Reg8,0
36,stable,only partner,Female,medical,0,private or freelance work,1,321.06,1 per year,321.07,356.99,321.09,11,11,private garage,25-50 kW,Reg4,0
41,stable,same,Male,normal,5,unknown,1,499.09,2 per year,499.1,462.02,503.8,18,10,unknown,125-300 kW,Reg9,1
62,stable,only partner,Male,medical,2,private or freelance work,3,148.42,1 per year,148.42,167.57,148.42,11,0,private garage,100 kW,Reg11,0
44,stable,same,Male,medical,5,unknown,1,282.59,2 per year,282.6,299.1,282.6,14,4,unknown,75 kW,Reg8,0
23,down,same,Male,normal,2,private or freelance work,1,565.82,4 per year,577.36,447.46,494.87,12,10,parking deck,25-50 kW,Reg5,0
44,down,same,Female,normal,6,unknown,1,490.47,4 per year,500.48,412.06,426.49,18,11,private garage,100 kW,Reg5,0
69,stable,same,Male,normal,1,private or freelance work,1,251.16,1 per year,251.18,297.05,251.18,16,5,private garage,100 kW,Reg4,0
36,stable,only partner,Male,normal,5,unknown,2,209.29,1 per year,209.3,201.04,211.22,10,0,unknown,75 kW,Reg4,0
39,down,only partner,Male,normal,2,private or freelance work,1,263.35,4 per year,268.72,206.22,237.31,15,0,private garage,100 kW,Reg12,0
47,stable,same,Female,medical,7,private or freelance work,1,303.23,1 per year,303.24,405.12,303.24,12,5,private garage,75 kW,Reg5,0
43,stable,same,Male,medical,4,private or freelance work,2,136.2,1 per year,130.15,177.0,136.2,14,5,private garage,125-300 kW,Reg7,0
26,up,young drivers,Male,medical,0,private or freelance work,1,1204.81,4 per year,747.81,1218.42,1116.3,15,14,parking deck,75 kW,Reg13,0
31,down,only partner,Male,normal,1,private or freelance work,1,465.01,1 per year,474.5,490.68,447.56,8,4,carport,150 kW,Reg4,1
37,down,only partner,Male,normal,0,private or freelance work,2,233.52,1 per year,238.29,303.15,244.4,9,0,other,75 kW,Reg7,0
50,down,young drivers,Male,medical,0,private or freelance work,1,827.41,1 per year,863.39,651.08,653.44,16,16,private garage,75 kW,Reg6,0
26,down,same,Male,medical,0,private or freelance work,1,518.18,4 per year,528.75,563.9,470.8,16,16,private garage,125-300 kW,Reg4,0
54,stable,same,Female,medical,1,private or freelance work,1,147.09,1 per year,147.1,204.25,143.09,17,11,carport,75 kW,Reg14,1
36,stable,same,Female,normal,1,private or freelance work,1,339.74,4 per year,339.75,387.64,356.1,12,6,street,75 kW,Reg10,0
57,down,only partner,Female,normal,1,private or freelance work,1,505.99,1 per year,516.31,393.04,481.89,11,8,private garage,75 kW,Reg6,0
43,down,young drivers,Female,medical,0,private or freelance work,1,672.34,4 per year,781.0,604.36,611.21,10,9,other,75 kW,Reg11,0
60,stable,same,Male,normal,2,private or freelance work,1,324.04,1 per year,308.62,306.93,326.79,17,16,street,75 kW,Reg9,0
37,down,only partner,Male,normal,0,private or freelance work,2,389.57,1 per year,397.52,353.12,360.5,18,18,private garage,75 kW,Reg8,0
44,stable,only partner,Female,medical,0,private or freelance work,2,260.96,1 per year,260.97,360.23,249.07,18,17,private garage,75 kW,Reg11,0
44,down,only partner,Male,normal,1,private or freelance work,1,210.33,1 per year,214.62,223.68,194.31,11,1,private garage,75 kW,Reg7,0
54,stable,same,Female,medical,7,unknown,1,215.31,1 per year,215.32,190.11,215.32,9,1,street,75 kW,Reg4,0
64,stable,only partner,Female,medical,11,private or freelance work,1,243.92,1 per year,243.94,314.4,243.94,18,10,private garage,100 kW,Reg7,0
39,stable,only partner,Male,normal,6,private or freelance work,1,256.2,1 per year,256.21,281.34,256.21,11,4,parking deck,75 kW,Reg4,1
43,stable,same,Female,normal,12,private or freelance work,1,250.88,1 per year,250.89,230.82,243.95,12,0,street,25-50 kW,Reg9,0
57,stable,same,Male,normal,2,private or freelance work,1,204.64,1 per year,198.99,208.1,204.64,17,8,private garage,75 kW,Reg7,0
39,stable,only partner,Male,medical,1,private or freelance work,1,204.25,1 per year,204.26,236.84,198.7,10,3,carport,100 kW,Reg14,0
27,stable,all drivers > 24,Male,normal,0,private or freelance work,2,427.1,4 per year,407.17,499.2,427.1,15,14,other,125-300 kW,Reg13,0
32,stable,only partner,Male,normal,0,private or freelance work,2,176.54,1 per year,176.55,239.14,173.33,14,8,private garage,75 kW,Reg12,0
41,down,only partner,Female,medical,0,private or freelance work,1,184.18,4 per year,187.94,232.44,167.05,17,14,private garage,75 kW,Reg4,0
43,stable,only partner,Male,medical,2,private or freelance work,2,255.04,2 per year,255.05,226.9,255.05,15,8,private garage,125-300 kW,Reg3,1
67,stable,same,Male,normal,0,private or freelance work,1,145.26,1 per year,145.28,164.89,134.89,12,2,private garage,75 kW,Reg7,0
43,stable,same,Female,medical,0,private or freelance work,1,193.18,1 per year,193.19,268.36,202.49,14,9,private garage,125-300 kW,Reg10,0
43,down,young drivers,Female,medical,0,private or freelance work,1,230.1,1 per year,234.8,252.44,227.1,14,3,private garage,100 kW,Reg3,0
36,down,only partner,Male,normal,0,private or freelance work,1,191.6,1 per year,195.51,219.1,179.25,15,10,parking deck,150 kW,Reg12,1
44,down,same,Male,medical,0,private or freelance work,1,599.16,4 per year,611.39,469.4,570.62,18,18,street,75 kW,Reg4,0
37,down,only partner,Male,normal,1,private or freelance work,1,240.21,1 per year,245.11,273.19,214.48,15,8,private garage,75 kW,Reg14,0
84,stable,same,Female,medical,8,private or freelance work,1,220.38,1 per year,220.39,215.24,222.45,15,0,private garage,25-50 kW,Reg8,0
54,down,same,Male,normal,2,private or freelance work,1,462.11,2 per year,471.54,481.85,436.89,17,10,street,100 kW,Reg5,0
28,down,young drivers,Male,medical,0,private or freelance work,1,606.71,1 per year,631.99,617.66,494.6,9,8,street,75 kW,Reg14,0
45,stable,only partner,Male,normal,4,private or freelance work,1,289.66,1 per year,289.68,354.01,289.68,15,6,parking deck,75 kW,Reg7,0
34,down,same,Female,normal,0,private or freelance work,1,606.38,4 per year,704.38,647.36,561.65,12,12,other,75 kW,Reg3,0
33,down,only partner,Male,normal,2,private or freelance work,2,252.02,2 per year,257.16,224.66,241.6,11,3,carport,100 kW,Reg5,0
65,stable,same,Male,medical,0,private or freelance work,1,136.13,1 per year,136.14,187.25,125.29,13,4,parking deck,75 kW,Reg10,0
41,stable,all drivers > 24,Male,medical,0,private or freelance work,2,176.54,1 per year,176.55,297.0,176.55,17,9,private garage,75 kW,Reg7,0
22,down,same,Female,normal,0,private or freelance work,1,620.14,4 per year,647.1,609.61,539.2,15,15,private garage,25-50 kW,Reg7,0
33,down,only partner,Male,medical,2,private or freelance work,1,887.92,4 per year,926.52,598.6,772.11,14,12,underground garage,75 kW,Reg2,0
55,down,only partner,Male,normal,0,private or freelance work,1,586.07,4 per year,611.55,651.2,486.0,10,3,carport,125-300 kW,Reg7,0
44,stable,same,Male,medical,7,unknown,1,299.95,2 per year,299.96,209.97,299.96,13,6,private garage,125-300 kW,Reg7,0
33,down,same,Male,normal,0,private or freelance work,1,268.41,2 per year,273.89,339.4,249.0,16,11,private garage,100 kW,Reg10,1
44,up,same,Male,normal,1,private or freelance work,1,544.23,1 per year,453.53,513.76,544.23,15,13,underground garage,75 kW,Reg8,1
44,stable,same,Female,normal,0,private or freelance work,1,215.88,1 per year,215.89,190.15,209.97,16,12,private garage,25-50 kW,Reg4,0
47,down,only partner,Male,medical,7,private or freelance work,2,218.71,1 per year,223.17,155.06,195.28,11,11,parking deck,25-50 kW,Reg1,0
57,down,same,Male,normal,0,private or freelance work,1,331.42,4 per year,338.19,329.0,307.44,17,8,street,100 kW,Reg4,0
38,down,same,Male,normal,1,private or freelance work,1,459.46,1 per year,468.84,444.96,401.86,15,10,parking deck,75 kW,Reg4,0
47,down,only partner,Female,normal,10,unknown,1,346.6,4 per year,353.68,190.39,295.42,16,4,private garage,75 kW,Reg11,0
61,stable,same,Male,normal,6,unknown,1,377.86,1 per year,377.86,229.53,377.86,17,3,street,100 kW,Reg13,0
40,stable,same,Male,medical,2,private or freelance work,1,217.74,1 per year,217.75,235.32,217.75,16,6,private garage,100 kW,Reg5,0
65,stable,all drivers > 24,Male,normal,0,private or freelance work,1,321.07,2 per year,321.09,307.0,306.24,16,16,private garage,25-50 kW,Reg8,1
36,down,only partner,Male,medical,0,private or freelance work,2,346.65,2 per year,353.73,407.78,324.25,17,15,carport,75 kW,Reg8,0
48,down,only partner,Male,medical,4,private or freelance work,2,353.96,1 per year,361.19,248.79,281.64,9,5,unknown,75 kW,Reg5,0
44,stable,only partner,Male,normal,2,private or freelance work,1,381.23,1 per year,381.23,325.83,381.23,7,5,private garage,125-300 kW,Reg14,0
57,stable,only partner,Female,medical,6,unknown,1,388.25,2 per year,388.26,335.85,370.71,8,2,private garage,75 kW,Reg10,0
60,down,all drivers > 24,Male,medical,0,private or freelance work,1,319.84,4 per year,333.75,341.57,278.12,5,2,other,25-50 kW,Reg10,0
38,down,only partner,Male,normal,0,private or freelance work,2,252.45,4 per year,257.6,294.15,231.83,12,4,other,100 kW,Reg5,0
47,stable,only partner,Male,normal,2,private or freelance work,1,167.85,1 per year,167.85,184.86,167.85,9,1,private garage,100 kW,Reg13,0
49,stable,same,Male,medical,8,unknown,1,344.55,12 per year,344.56,285.15,344.56,14,3,private garage,100 kW,Reg9,0
54,down,same,Male,normal,0,private or freelance work,4,377.63,4 per year,385.34,370.71,373.26,18,18,private garage,25-50 kW,Reg7,0
32,down,same,Male,normal,4,private or freelance work,1,330.71,1 per year,337.46,433.16,309.34,12,8,private garage,100 kW,Reg14,0
74,down,same,Female,medical,7,private or freelance work,1,359.62,12 per year,366.96,220.78,330.26,11,9,private garage,25-50 kW,Reg14,0
37,stable,same,Male,normal,1,private or freelance work,1,221.18,1 per year,221.19,273.19,215.17,5,0,private garage,100 kW,Reg5,0
61,stable,all drivers > 24,Male,medical,0,private or freelance work,3,384.51,4 per year,384.52,457.38,384.54,12,11,street,75 kW,Reg7,0
34,down,same,Male,medical,3,private or freelance work,1,270.57,2 per year,276.09,345.53,248.47,14,6,underground garage,100 kW,Reg2,0
39,stable,all drivers > 24,Female,normal,6,private or freelance work,1,260.31,1 per year,250.8,253.84,260.31,8,2,private garage,25-50 kW,Reg8,0
28,down,only partner,Female,normal,2,private or freelance work,2,503.52,1 per year,513.8,326.51,417.11,18,11,private garage,100 kW,Reg1,0
30,down,same,Male,normal,0,private or freelance work,1,606.11,1 per year,704.06,656.39,577.7,12,11,street,75 kW,Reg1,0
33,stable,only partner,Male,normal,0,private or freelance work,1,254.33,1 per year,254.34,348.96,254.34,15,10,private garage,150 kW,Reg4,0
62,down,only partner,Male,normal,1,private or freelance work,2,304.68,1 per year,310.9,266.42,272.04,13,12,underground garage,75 kW,Reg1,0
42,down,all drivers > 24,Male,medical,7,private or freelance work,1,229.55,1 per year,234.24,260.21,200.77,14,7,street,75 kW,Reg4,0
42,down,same,Male,normal,1,private or freelance work,1,247.08,1 per year,252.12,243.6,216.51,9,5,other,100 kW,Reg11,1
34,down,same,Female,normal,2,private or freelance work,1,418.88,1 per year,427.43,469.52,414.81,13,6,street,75 kW,Reg9,0
40,down,same,Male,normal,0,private or freelance work,1,672.34,1 per year,781.0,660.09,611.21,16,15,other,75 kW,Reg1,0
41,stable,all drivers > 24,Male,normal,0,private or freelance work,2,198.46,4 per year,198.47,217.27,198.47,14,0,underground garage,100 kW,Reg7,0
32,down,same,Female,medical,2,private or freelance work,1,307.98,12 per year,314.26,250.12,277.65,15,13,other,75 kW,Reg12,0
35,stable,same,Male,normal,3,private or freelance work,1,259.27,1 per year,259.29,187.41,250.04,13,0,unknown,100 kW,Reg12,0
26,up,same,Female,medical,0,private or freelance work,1,1032.31,4 per year,818.72,1198.97,1052.01,14,14,street,75 kW,Reg1,0
35,down,same,Female,normal,1,private or freelance work,1,633.08,12 per year,646.0,477.39,602.92,11,10,private garage,25-50 kW,Reg5,0
32,down,only partner,Female,medical,2,private or freelance work,1,329.16,12 per year,335.88,318.6,305.34,9,0,street,25-50 kW,Reg2,0
32,down,all drivers > 24,Male,normal,0,private or freelance work,3,437.6,1 per year,456.62,523.38,380.53,8,7,street,25-50 kW,Reg3,0
49,stable,only partner,Male,medical,7,unknown,1,223.14,1 per year,223.15,211.62,223.15,13,6,private garage,75 kW,Reg7,0
47,stable,same,Male,normal,0,private or freelance work,1,305.04,4 per year,305.05,313.65,316.88,17,16,private garage,100 kW,Reg6,0
39,down,only partner,Female,medical,0,private or freelance work,1,139.36,1 per year,142.2,163.11,121.89,5,0,private garage,75 kW,Reg3,0
57,down,same,Male,normal,0,private or freelance work,2,492.85,4 per year,502.91,521.4,457.19,13,13,private garage,75 kW,Reg5,0
44,stable,only partner,Male,normal,2,private or freelance work,1,395.14,2 per year,395.15,254.68,395.15,18,16,private garage,25-50 kW,Reg4,0
62,stable,only partner,Female,normal,1,private or freelance work,1,148.84,1 per year,148.85,188.14,148.85,18,2,private garage,100 kW,Reg8,0
34,down,only partner,Male,medical,1,private or freelance work,1,146.69,1 per year,149.69,181.72,124.04,16,7,other,100 kW,Reg10,0
64,down,only partner,Male,normal,0,private or freelance work,5,349.33,1 per year,356.46,264.57,280.05,3,3,carport,100 kW,Reg14,0
37,down,same,Male,normal,0,private or freelance work,1,221.66,1 per year,226.19,276.91,201.06,10,3,parking deck,100 kW,Reg4,1
42,down,same,Male,normal,2,private or freelance work,3,765.86,1 per year,889.64,843.55,689.75,16,10,private garage,200 kW,Reg4,0
58,stable,young drivers,Male,normal,6,private or freelance work,2,118.22,2 per year,118.24,120.51,112.67,12,3,private garage,25-50 kW,Reg8,0
31,stable,same,Male,normal,1,private or freelance work,1,324.54,1 per year,324.55,298.84,309.56,13,12,private garage,100 kW,Reg1,0
29,down,same,Female,medical,2,private or freelance work,1,773.54,2 per year,789.33,536.5,772.26,16,14,private garage,75 kW,Reg8,0
35,stable,only partner,Male,normal,0,private or freelance work,1,281.53,1 per year,281.54,260.19,298.08,14,11,carport,75 kW,Reg14,1
39,down,same,Male,medical,1,private or freelance work,1,461.48,1 per year,470.9,483.01,448.24,16,10,private garage,25-50 kW,Reg4,0
47,stable,same,Male,normal,7,unknown,1,394.54,4 per year,394.55,303.8,394.55,17,10,street,75 kW,Reg5,0
36,down,same,Female,normal,0,private or freelance work,1,547.22,12 per year,635.66,621.95,497.49,18,18,other,75 kW,Reg7,0
38,down,same,Male,normal,0,private or freelance work,1,210.38,1 per year,214.68,260.56,193.2,8,4,private garage,75 kW,Reg4,1
69,down,only partner,Male,normal,6,private or freelance work,2,443.41,1 per year,452.46,377.95,387.83,14,8,private garage,75 kW,Reg4,0
37,down,same,Male,normal,3,private or freelance work,1,482.45,12 per year,492.3,471.32,421.97,9,7,parking deck,100 kW,Reg8,1
47,stable,same,Male,normal,0,private or freelance work,1,313.84,12 per year,313.85,265.19,329.2,18,18,parking deck,100 kW,Reg3,0
25,down,same,Female,normal,0,private or freelance work,1,480.82,12 per year,490.64,509.03,457.92,17,17,private garage,75 kW,Reg4,0
48,stable,same,Female,medical,0,private or freelance work,1,82.38,1 per year,82.39,99.06,90.74,15,1,private garage,25-50 kW,Reg3,0
36,stable,same,Male,medical,4,private or freelance work,4,297.66,1 per year,297.67,340.57,283.99,13,13,underground garage,75 kW,Reg7,0
32,stable,same,Male,normal,0,private or freelance work,4,296.0,4 per year,296.01,318.96,343.84,13,13,carport,25-50 kW,Reg14,0
22,down,same,Male,normal,0,private or freelance work,1,1068.46,4 per year,1241.14,1147.57,971.37,11,10,private garage,75 kW,Reg4,0
32,down,same,Female,normal,2,private or freelance work,1,375.25,4 per year,382.91,407.21,328.21,12,11,parking deck,25-50 kW,Reg5,0
60,stable,same,Female,normal,1,private or freelance work,1,144.25,1 per year,139.13,146.62,144.25,12,0,street,75 kW,Reg7,0
40,stable,same,Male,normal,1,private or freelance work,1,254.51,1 per year,252.12,257.74,254.51,7,4,private garage,100 kW,Reg3,0
25,down,only partner,Female,medical,0,private or freelance work,1,376.42,4 per year,384.1,437.0,358.49,10,7,street,25-50 kW,Reg4,0
72,stable,only partner,Female,normal,0,private or freelance work,1,107.27,1 per year,107.29,148.99,107.29,18,4,private garage,25-50 kW,Reg6,0
54,stable,same,Male,medical,1,private or freelance work,1,248.82,1 per year,248.82,271.4,248.82,6,3,private garage,125-300 kW,Reg4,0
36,stable,same,Male,normal,1,private or freelance work,2,294.78,2 per year,294.78,354.68,294.78,16,15,private garage,75 kW,Reg4,1
49,stable,only partner,Female,normal,6,unknown,1,296.61,12 per year,296.63,226.74,280.83,11,5,street,25-50 kW,Reg10,0
37,down,all drivers > 24,Female,medical,0,private or freelance work,2,218.38,1 per year,253.68,286.57,198.53,14,6,private garage,25-50 kW,Reg10,0
68,stable,only partner,Male,medical,0,private or freelance work,1,132.4,2 per year,132.41,179.81,132.41,17,1,private garage,100 kW,Reg10,0
39,stable,young drivers,Female,normal,0,private or freelance work,1,407.16,1 per year,407.17,598.04,407.17,8,6,private garage,75 kW,Reg4,0
45,down,all drivers > 24,Female,normal,1,private or freelance work,1,440.25,1 per year,449.24,473.11,371.46,13,9,parking deck,25-50 kW,Reg7,0
42,stable,only partner,Male,normal,6,unknown,1,226.28,2 per year,226.29,195.49,218.04,9,3,street,75 kW,Reg6,0
47,stable,only partner,Male,normal,4,private or freelance work,1,198.15,1 per year,198.15,192.22,198.15,10,1,private garage,75 kW,Reg4,0
44,stable,same,Male,normal,5,unknown,1,237.69,1 per year,237.7,223.25,223.12,13,4,unknown,75 kW,Reg8,1
36,down,only partner,Male,medical,0,private or freelance work,2,455.62,4 per year,475.42,412.11,396.21,11,10,street,25-50 kW,Reg12,0
24,up,same,Female,normal,0,private or freelance work,1,1562.96,4 per year,840.92,1594.77,1420.87,13,12,carport,25-50 kW,Reg4,0
37,down,same,Male,normal,1,private or freelance work,1,276.05,4 per year,281.69,238.44,250.39,18,4,street,100 kW,Reg7,0
52,down,young drivers,Female,medical,0,private or freelance work,1,728.39,1 per year,846.11,837.67,662.17,17,16,other,75 kW,Reg5,0
43,down,same,Male,medical,8,unknown,2,217.57,2 per year,222.01,175.31,197.34,13,4,private estate,25-50 kW,Reg10,0
35,stable,only partner,Male,normal,1,private or freelance work,2,244.39,4 per year,244.4,294.38,244.4,12,11,carport,25-50 kW,Reg3,1
40,down,same,Male,normal,0,private or freelance work,1,681.61,4 per year,791.77,646.47,619.66,11,11,street,25-50 kW,Reg5,0
48,stable,same,Male,normal,10,unknown,2,160.86,2 per year,160.86,159.69,160.86,10,0,private garage,25-50 kW,Reg5,0
62,stable,same,Female,medical,9,unknown,1,249.72,2 per year,249.74,197.71,234.29,13,4,private garage,75 kW,Reg8,0
37,stable,young drivers,Male,normal,0,private or freelance work,1,291.54,4 per year,291.55,424.36,291.56,14,13,street,75 kW,Reg12,0
53,stable,same,Male,medical,6,unknown,2,328.65,12 per year,328.66,239.24,344.06,16,2,street,75 kW,Reg5,0
47,down,young drivers,Male,normal,0,private or freelance work,1,440.34,4 per year,449.32,450.76,385.14,11,9,other,25-50 kW,Reg4,0
40,down,same,Male,normal,0,private or freelance work,2,262.96,2 per year,268.33,286.28,241.49,13,9,carport,100 kW,Reg7,0
47,up,young drivers,Male,medical,1,private or freelance work,1,1282.27,4 per year,836.26,1633.49,1282.26,18,18,other,75 kW,Reg7,0
39,down,only partner,Male,medical,4,private or freelance work,2,351.18,4 per year,358.35,272.91,314.03,10,6,unknown,25-50 kW,Reg7,0
44,stable,only partner,Female,normal,10,unknown,1,369.45,1 per year,369.46,198.11,369.46,18,5,private garage,25-50 kW,Reg8,0
48,stable,same,Female,medical,2,private or freelance work,1,276.44,1 per year,276.45,241.22,276.45,15,0,street,100 kW,Reg7,0
40,down,same,Male,normal,0,private or freelance work,1,425.75,12 per year,434.44,390.02,372.4,16,11,carport,75 kW,Reg3,1
60,down,same,Male,normal,2,private or freelance work,2,651.47,2 per year,664.76,693.81,553.97,14,7,street,75 kW,Reg4,0
49,up,only partner,Male,normal,7,private or freelance work,2,625.81,4 per year,500.65,499.71,608.42,17,16,private garage,25-50 kW,Reg14,0
46,stable,same,Male,medical,1,private or freelance work,1,282.59,1 per year,282.6,255.95,282.6,10,10,street,75 kW,Reg4,0
39,stable,only partner,Female,normal,5,private or freelance work,1,393.8,1 per year,393.81,367.79,393.81,9,7,parking deck,75 kW,Reg8,0
38,stable,all drivers > 24,Male,normal,2,private or freelance work,1,422.71,1 per year,422.72,435.77,414.74,11,3,street,25-50 kW,Reg9,0
59,stable,all drivers > 24,Male,medical,10,unknown,1,237.4,1 per year,237.41,224.56,246.22,15,2,private garage,100 kW,Reg7,0
36,down,same,Male,normal,0,private or freelance work,1,635.46,4 per year,738.16,697.99,617.01,14,14,street,25-50 kW,Reg5,0
58,stable,only partner,Male,normal,1,private or freelance work,1,211.93,1 per year,211.94,250.03,218.0,15,2,private garage,125-300 kW,Reg8,0
35,down,same,Male,normal,0,private or freelance work,1,527.3,4 per year,612.52,516.0,457.71,15,15,other,25-50 kW,Reg12,0
62,stable,same,Female,medical,2,private or freelance work,1,232.28,2 per year,232.28,218.56,232.28,14,3,underground garage,75 kW,Reg8,0
78,stable,same,Female,normal,8,private or freelance work,1,293.88,1 per year,291.12,353.56,293.88,14,6,private garage,100 kW,Reg4,0
26,down,only partner,Female,medical,0,private or freelance work,1,400.72,1 per year,408.9,356.61,400.13,12,11,underground garage,25-50 kW,Reg7,0
58,stable,all drivers > 24,Male,normal,2,private or freelance work,1,264.01,1 per year,264.03,273.11,251.85,16,10,other,75 kW,Reg8,0
79,down,same,Male,medical,11,unknown,2,382.33,1 per year,390.14,405.86,325.4,11,0,private garage,75 kW,Reg11,0
47,down,young drivers,Male,medical,0,private or freelance work,3,782.23,4 per year,908.65,706.88,665.46,15,14,other,25-50 kW,Reg8,1
63,stable,same,Female,medical,9,private or freelance work,2,165.55,1 per year,165.56,167.31,162.56,9,0,private garage,25-50 kW,Reg8,0
44,down,same,Female,normal,0,private or freelance work,1,366.24,4 per year,373.71,372.38,336.34,18,18,private garage,75 kW,Reg4,0
38,stable,only partner,Male,medical,1,private or freelance work,1,272.79,1 per year,272.8,284.02,277.99,8,2,street,125-300 kW,Reg8,0
21,down,same,Female,medical,0,private or freelance work,1,524.22,4 per year,547.01,566.14,455.84,9,8,other,75 kW,Reg7,0
69,down,same,Male,normal,12,private or freelance work,1,443.39,1 per year,468.18,478.56,392.72,12,0,private estate,125-300 kW,Reg6,0
62,stable,same,Male,normal,0,private or freelance work,1,350.06,1 per year,350.07,363.76,350.07,18,18,private garage,75 kW,Reg5,0
25,up,same,Male,medical,0,private or freelance work,3,1409.09,12 per year,758.14,1210.01,1280.99,6,6,street,25-50 kW,Reg4,0
39,down,only partner,Female,medical,1,private or freelance work,1,319.57,1 per year,326.09,316.0,298.91,17,11,street,25-50 kW,Reg2,0
49,down,young drivers,Female,normal,0,private or freelance work,2,832.47,1 per year,967.01,824.96,756.74,11,10,other,25-50 kW,Reg4,0
36,stable,only partner,Male,medical,6,unknown,1,638.71,4 per year,638.73,451.0,598.41,13,7,street,125-300 kW,Reg4,0
67,stable,same,Female,normal,10,unknown,1,231.4,1 per year,229.26,203.35,231.4,13,0,private garage,75 kW,Reg4,0
34,down,only partner,Male,normal,1,private or freelance work,2,269.37,4 per year,274.86,302.62,264.39,10,1,street,100 kW,Reg3,0
39,stable,same,Male,normal,2,private or freelance work,2,198.69,2 per year,196.88,239.49,198.69,10,5,underground garage,125-300 kW,Reg4,0
28,down,same,Male,normal,2,private or freelance work,1,744.76,12 per year,759.96,576.5,696.62,14,10,street,100 kW,Reg8,0
33,down,all drivers > 24,Male,normal,4,private or freelance work,2,451.57,1 per year,460.79,382.88,431.01,8,6,private garage,75 kW,Reg4,0
34,down,same,Male,medical,0,private or freelance work,2,440.34,2 per year,449.32,419.83,385.14,9,8,private garage,25-50 kW,Reg8,0
42,down,only partner,Female,medical,5,unknown,1,286.72,1 per year,292.57,251.12,263.59,17,11,unknown,25-50 kW,Reg1,0
